Provider ID,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison
420082,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
391305,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
370026,Acute Care Hospitals,Proprietary,TRUE,TRUE,5,Same as the national average
440020,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
430095,Acute Care Hospitals,Proprietary,TRUE,TRUE,5,Same as the national average
351313,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
450015,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Same as the national average
420055,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
370170,Acute Care Hospitals,Government - Federal,FALSE,TRUE,Not Available,Not Available
360155,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Above the national average
371314,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
420037,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
360107,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
390042,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
450133,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Below the national average
351304,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
440152,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,1,Not Available
420105,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
420027,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
441313,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,Not Available,Not Available
440017,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
381322,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
390326,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
361325,Critical Access Hospitals,Voluntary non-profit - Church,FALSE,TRUE,3,Same as the national average
390080,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Above the national average
360276,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Above the national average
360003,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
361324,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
360179,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
390041,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,Same as the national average
391314,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
441319,Critical Access Hospitals,Government,TRUE,TRUE,Not Available,Same as the national average
440030,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
443302,Childrens,Voluntary non-profit - Private,FALSE,TRUE,Not Available,Not Available
360086,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
450176,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
440194,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
450101,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
340131,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,5,Same as the national average
370212,Acute Care Hospitals,Proprietary,FALSE,TRUE,4,Not Available
360048,Acute Care Hospitals,Government - State,TRUE,TRUE,1,Same as the national average
341304,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
371336,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
431302,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,Not Available,Not Available
370054,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Same as the national average
370106,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
390316,Acute Care Hospitals,Proprietary,FALSE,TRUE,5,Not Available
441316,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
420085,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
340147,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,1,Below the national average
450028,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
421301,Critical Access Hospitals,Government - Local,TRUE,TRUE,4,Not Available
360211,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,3,Above the national average
360056,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
440050,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
450042,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
360032,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
381308,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
370091,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Above the national average
361330,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
370153,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
371301,Critical Access Hospitals,Proprietary,TRUE,TRUE,Not Available,Not Available
360039,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390194,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
360059,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,Same as the national average
341327,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
440072,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
391309,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
450128,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Above the national average
450064,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
341319,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390130,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
340183,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
340109,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,1,Below the national average
360197,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
450130,Acute Care Hospitals,Proprietary,TRUE,TRUE,5,Same as the national average
440007,Acute Care Hospitals,Physician,TRUE,TRUE,4,Same as the national average
420030,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
371319,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
390125,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390063,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
360125,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
420071,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
360185,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,3,Below the national average
390107,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
361329,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Not Available
431322,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
410012,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Above the national average
370030,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
390036,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
370100,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Same as the national average
340184,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Same as the national average
441304,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
430089,Acute Care Hospitals,Proprietary,FALSE,TRUE,5,Not Available
370139,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
340053,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Below the national average
370113,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
430005,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
390048,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
390233,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
410004,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
361315,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
371340,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,3,Same as the national average
370236,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
370002,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
440083,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
351300,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
390049,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Above the national average
420086,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
360098,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Above the national average
360014,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,4,Same as the national average
391300,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
431317,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
390065,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
381316,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
341307,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Same as the national average
450032,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
370233,Acute Care Hospitals,Proprietary,TRUE,,Not Available,Not Available
430093,Acute Care Hospitals,Proprietary,FALSE,TRUE,Not Available,Not Available
450007,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
381303,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Same as the national average
370178,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
360358,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
450082,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2,Same as the national average
390327,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,Not Available,Not Available
390203,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
450124,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
390127,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
441301,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,Not Available,Same as the national average
420078,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
421303,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Not Available
360090,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
360054,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
380089,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
390228,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
340096,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390091,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
390101,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
390119,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
341322,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390072,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
351301,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
391308,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
450137,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Above the national average
430014,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Same as the national average
371300,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Same as the national average
390113,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Below the national average
421300,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
370019,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
390110,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
351321,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Not Available
